IMB-070593	IDENTIFIER
(1-6C)alkyl	FAMILY
metformin	TRIVIAL
Lamivudine	TRIVIAL
helium	SYSTEMATIC
3-{2-[4-(6-fluoro-benzo[d]isoxazol-3-yl)-piperidin-1-yl]vinyl}-2-methyl-6,7,8,9-tetrahydro-pyrido[1,2,-a]pyrimidin-4 -one	SYSTEMATIC
mono- or bi-cyclic aryl	FAMILY
4-(2-chlorphenyl)-1H-1, 2, 3-triazole	SYSTEMATIC
N-acetyl-cysteine	SYSTEMATIC
benzocain	TRIVIAL
C═C	FORMULA
(CH2)nCO	FAMILY
halogen-substituted alkyl	FAMILY
poly-hydroxybutyrate	FAMILY
Sultamicillin tosylate	SYSTEMATIC
SH2	FORMULA
rapamycin	TRIVIAL/FAMILY
lanthanum carbonate tetrahydrate	SYSTEMATIC
N-{3-[3-cyclopropyl-5-(2-fluoro-4-iodo-phenylamino)6,8-dimethyl;-2,4,7-trioxo-3,4,6,7-tetrahydro-2H-pyrido[4,3-d]pyrimidin-1-yl]phenyl}acetamide	SYSTEMATIC
C═S	FAMILY
alpha-naphthalenesulfonamide	SYSTEMATIC
C═O	FORMULA
-C(=O)NRA-	FAMILY
[(1S,2R)-2-hydroxy-3-[N-[4-(2-methylaminothiazol-4-yl)phenylsulfonyl]-N-(2-methylpropyl)amino]-1-(phenylmethyl)propyl]carbamic acid	SYSTEMATIC
Tenatoprazole	TRIVIAL
troglitazone	TRIVIAL
NH(iPr)	FORMULA
poly(ether-sulfone)	FAMILY
right hand ibuprofen	SYSTEMATIC
1-arginine	TRIVIAL
Zinc gluconate	SYSTEMATIC
C1-C5 alkenyl	FAMILY
sorbic alcohol	TRIVIAL
potassium cation	SYSTEMATIC
polyphosphate	FAMILY
1,3-Benzodioxole	SYSTEMATIC
silver salts	FAMILY
8 - substituted 2 -amino - [1,2,4] triazolo [1, 5 -a] pyrazines	FAMILY
(trimethoxyphenylamino) pyrimidinyl	SYSTEMATIC
alkene	FAMILY
mannitol sodium chloride	SYSTEMATIC
anthracyclines	FAMILY
4-[5-(2-Amino-ethanesulfonyl)-isoquinolin-7-yl]-phenol	SYSTEMATIC
Benzoxazine	FAMILY
N=N-C6H4-R	FAMILY
Corticosteroid	FAMILY
siphonochilone	TRIVIAL
iodate	SYSTEMATIC
Ag+	FORMULA
C(O)-O-(C1- 6-alkyl)	FAMILY
indazole	FAMILY/SYSTEMATIC
Apomorphine	TRIVIAL
BH4	ABBREVIATION
Omeprazole sodium	SYSTEMATIC
phenylsulfonyl	SYSTEMATIC
sodium alcoholate	FAMILY
R(-)-9HDA	SYSTEMATIC
leontopodic acid	FAMILY
Sodium Dihydrogen Phosphate	SYSTEMATIC
2-fuloro fumarate	SYSTEMATIC
ginsenosides	FAMILY
difructose anhydride	SYSTEMATIC
C-5 acetamido oxazolidinone	FAMILY
N, N-dimethyl formamide	SYSTEMATIC
maleate salt of 5-amino-3-(2'-3'-di-O-acetyl-beta-D-ribofuranosyl)-3H-thiazolo[4,5-d]pyrimidin-2-one	SYSTEMATIC
Imidazolopyrazine	FAMILY
bumetanide	TRIVIAL
C6-14 aromatic carbocyclic	FAMILY
Carbidopa	TRIVIAL
Pyrido[2,1-a]isoquinoline	FAMILY
Indole	FAMILY/SYSTEMATIC
1,1-dimethylpropyl	SYSTEMATIC
Fusidic acid	TRIVIAL/FAMILY
AgO	FORMULA
N-acetyl-l-cysteine	SYSTEMATIC
(14-20C)(bisary)alkyl	FAMILY
tetrazoldiyl	SYSTEMATIC
—NR2—	FAMILY
B1 vitamins	FAMILY
—S(O)mR	FAMILY
2-[1-azatricyclo[3.3.1.13,7]dec-4-ylidene]-N-(4-methylphenyl)acetamide	SYSTEMATIC
N-substitute-3-(benzenesulfonyl) quinoxaline-2-amine	FAMILY
DHLA	ABBREVIATION
—CH2—CH(R)—	FAMILY
2-cyano-3-chlorobenzyl	SYSTEMATIC
Tylosin	TRIVIAL
1,3-diazine five-membered bi-heterocyclic	FAMILY
Heterocycle quinoline	FAMILY
Alkynes	FAMILY
HCTZ	ABBREVIATION
biphenyl methylene-2-sulpho-4-thiazolone	SYSTEMATIC
isopentenyl pyrophosphate	SYSTEMATIC
C7-18bicyclyl	FAMILY
β-carboline sulphonylurea	FAMILY
alpha-D-glucose diglyceride	SYSTEMATIC
proanthocyanidins	FAMILY
O(CH2)nCO	FAMILY
2-thiouracil-5-yl	SYSTEMATIC
tigecycline	TRIVIAL
NR6R7	FAMILY
4-alkyl-6-aryl-2-acylamino-1,3-thiazine-5-formic ether	FAMILY
dihydroindene amide	FAMILY
CONR7R8	FAMILY
emodin	TRIVIAL
glycerol tristearate	SYSTEMATIC
tween	FAMILY
farglitazar	TRIVIAL
Organotin	FAMILY
(C1-6)-alkyl	FAMILY
halo(lower)alkyl	FAMILY
cefazedone sodium	SYSTEMATIC
alkeny	FAMILY
alcohol ethyl ester	FAMILY
imidazoline	FAMILY
C1 to 4 alkynyl	FAMILY
caffoyl serotonin	FAMILY
gambogic acid	TRIVIAL
N-Cyclopentyl-3-[2-(cyclopentylamino)pyrimidin-4-yl]-2-(4-fluorophenyl)pyrazolo[1,5-c]pyrimidin-7-amine	SYSTEMATIC
aminoalkyl	FAMILY
mupirocin	TRIVIAL
3-cyano-4-fluoro-benzyl	SYSTEMATIC
maxikdiol	TRIVIAL
stachyose	TRIVIAL
sodium pyrosulfite	SYSTEMATIC
purine nucleotides	FAMILY
Oleanolic acid	TRIVIAL
alpha-substituted phosphonates	FAMILY
COOR3	FAMILY
KRP-297	IDENTIFIER
Glycyrrhetinic	FAMILY
COOR6	FAMILY
cobalamin	FAMILY
COOR2	FAMILY
N-methyl-D aspartate	SYSTEMATIC
galactonojirimycin	TRIVIAL
borinic acid	TRIVIAL
N-acetylcysteine amide	SYSTEMATIC
COOR8	FAMILY
2,4-dinitrochlorobenzene	SYSTEMATIC
heteroarylmethyl-	SYSTEMATIC
C3-C10 cycloalkyl	FAMILY
R-2-(4-cyclopropanesulfonyl-phenyl)-N-pyrazin-2-yl-3-(tetrahydropyran-4-y1)-propionamide	SYSTEMATIC
Pyrazolo [3,4-D] Pyrimidine	FAMILY
COOR9	FAMILY
(+)-(S)-methyl-2-(2-chlorophenyl)-(6,7-dihydro-4H-thieno[3,2-c]pyrid-5-yl)acetate	SYSTEMATIC
zaleplon	TRIVIAL
-CONH2	FORMULA
tertiary butanol	SYSTEMATIC
furan	SYSTEMATIC/FAMILY
thiophene	SYSTEMATIC/FAMILY
isoindolones	FAMILY
4 to 7 member ring	FAMILY
C-3	FORMULA
heterocyclic hydrocarbon	FAMILY
Tungstate	FAMILY
CH(OR12)2	FAMILY
Lysine	TRIVIAL
pyrrolo[2,1-c][1, 4]benzodiazepines	FAMILY
C-C	FORMULA
16 α-OH	SYSTEMATIC
sinomenine hydrochloride	SYSTEMATIC
Butanol	SYSTEMATIC
hydroxamic acid	FAMILY
s.phing0sine-1-ph0sphate	SYSTEMATIC
2,3-dimethoxy-5-methyl-6-(10-hydroxydecyl)-1,4-benzoquinone	SYSTEMATIC
C-F	FORMULA
uracil-5-yl	SYSTEMATIC
P1,P4-di(uridine 5'-)tetraphosphate	SYSTEMATIC
SMZ	ABBREVIATION
urushiol ester	TRIVIAL
Fatty Acids	FAMILY
benzyl alcohol	SYSTEMATIC
polycycloalkyl	FAMILY
Clindamycin	TRIVIAL
Oligonucleotides	FAMILY
arteannuim	TRIVIAL
-C=C-	FORMULA
Brooethyl naltrexone	SYSTEMATIC
ag013736	IDENTIFIER
Lanthanum carbonate dihydrate	SYSTEMATIC
arteannuin	FAMILY
N-methylpiperazinyl	SYSTEMATIC
SMe	FORMULA
tenatoprazole	TRIVIAL
cyclobutyl ortho-diketone	SYSTEMATIC
C-X	FAMILY
SO-	FORMULA
C7-12arylalkyl	FAMILY
hydroxyquinolinone	FAMILY
aluminum stearate	SYSTEMATIC
coptisine salt	TRIVIAL
SO2	FORMULA
thiadiazole	SYSTEMATIC
arginine glutamate	TRIVIAL
phytanic acid	TRIVIAL
Polyene phosphatidyl choline	FAMILY
taxone	FAMILY
sulodexide	FAMILY
zirconium	SYSTEMATIC
N,N,N-trialkylaminopolymer	FAMILY
tetrahydoxycurcumin	SYSTEMATIC
(4E,6E)-7-{3-[2-(3,4-bis-hydroxymethylphenyl)-ethyl]phenyl}-3-ethylnona-4,6-dien-3-ol	SYSTEMATIC
4-[(3,5-dichlorophenylureidophenoxyisobutyryl]-4-aminobenzoic acid	SYSTEMATIC
C1–C6-hydrocarbon	FAMILY
cyclopentyloxycarbamate	SYSTEMATIC
Valnemulin	TRIVIAL
linoleic acid	TRIVIAL
2, 4-dihydro-[1,2,4] triazole-3-thione	FAMILY
—(CH2)p 3—X5—(CH2)p 4—	FAMILY
Zinc	SYSTEMATIC
5-fluorouracil	SYSTEMATIC
(N<1>E,N<2>E)-N<1>,N<2>-bis(1-(1-pyrazin-2-yl)ethylidene)-1,2-ethylenediamine silver	SYSTEMATIC
2-N	FORMULA
phosphatidylinositol	TRIVIAL/FAMILY
2-O	FORMULA
norcantharidin	TRIVIAL/FAMILY
ginkgolide C	TRIVIAL
Gimeracil	TRIVIAL
Ala	FORMULA
diterpene lactone glycol	FAMILY
catechol-O-methyl	SYSTEMATIC
ginkgolide A	TRIVIAL
ginkgolide B	TRIVIAL
heteroaryl group containing one or two nitrogen	FAMILY
2,4,5-triphenyl imidazoline	FAMILY
pyrazolopyridyl	SYSTEMATIC
romiplostim	TRIVIAL
clavulanae	TRIVIAL
Levo-meptazinol	FAMILY
imidazothiazole	FAMILY
2,2-dichloro-12-(4-chlorophenyl)-dodecanoic acid	SYSTEMATIC
sulfaguanidine	TRIVIAL
Clitorienolactones	FAMILY
—CO2C1-6alkyl	FAMILY
Fused pyridines	FAMILY
(CH2)2CH3	FORMULA
γ-terpinene	TRIVIAL
Rosuvastatin Acetonide Calcium	SYSTEMATIC
COOMe	FORMULA
tegaserod	TRIVIAL
oxycarbonyl	SYSTEMATIC
calcium carbonate	SYSTEMATIC
2- pyridil	SYSTEMATIC
asiaticoside	TRIVIAL
alkali metal alkylsulfate	FAMILY
glycolic acid	TRIVIAL
C1-5 alkylene	FAMILY
4-[2-(4-Fluorophenyl)pyrazolo[1,5-a]pyridin-3-yl]-N-[2-(1H-imidazol-5-yl)ethyl]-2-pyridinamine	SYSTEMATIC
erlotinib dichloroacetate	SYSTEMATIC
carbocyclic	FAMILY
chloride	SYSTEMATIC
E- selectin	SYSTEMATIC
fucoxanthin	TRIVIAL
bile salts	FAMILY
amylaceum imine	FAMILY
oleoeuropein	TRIVIAL
LEQ506	IDENTIFIER
-CH2CH2CH2CH3	FORMULA
clopidogrel bisulfate	SYSTEMATIC
6-substituted-5, 6-dihydropyrrolo [3, 4-d] pyrimidine -7-ketone	FAMILY
1,1-dimethylethyl [(1s)-1-{[(2s,4r)-4-(7-chloro-4methoxyisoquinolin-1-yloxy)-2-({(1r,2s)-1-[(cyclopropylsulfonyl)carbamoyl]-2-ethenylcyclopropyl}carbamoyl)pyrrolidin-1-yl]carbonyl}-2,2-dimethylpropyl]carbamate	SYSTEMATIC
Cu(II)	FORMULA
heterocyclyl-C1-6alkyl	FAMILY
-CH2-S-(CH2)4-CO2H)	FORMULA
androstane	TRIVIAL
(5-acetamido-N-(5alρha-cholestan-3alpha-yl)-3,5-dideoxy-2-O- methyl-D-glycero-alpha-D-galacto-non-2-ulopyranosonamide	SYSTEMATIC
TXA2	ABBREVIATION
imidazoletabine	TRIVIAL
SR3	FAMILY
4-alkylresorcinol	FAMILY
stilbene	SYSTEMATIC
taxoid	FAMILY
neratinib maleate	TRIVIAL
Ascochlorin	TRIVIAL
C20	FORMULA
C22	FORMULA
blonanserin	TRIVIAL
hetero ring-alkyl	FAMILY
4-[5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)carbamoyl]benzoic acid or a salt	MULTIPLE
tartrates	FAMILY
uronate	TRIVIAL
2,2',6,6'-tetraisopropyl-4,4'-2-biphenol	SYSTEMATIC
lidocaine	TRIVIAL
7-amino-3-[(E/Z)-2-(4-methylthiazol-5-yl)vinyl]-3-cephem-4-carboxylic acid	SYSTEMATIC
C3-C4 straight chain alkyl	FAMILY
hydroalcoholic	FAMILY
C-ring hydrogenated sinomenine	FAMILY
Hydrobromic acid lappaconitine	SYSTEMATIC
C3-C8 cycloalkenyl	FAMILY
-N(R9)C(=Z)-	FAMILY
galangine	TRIVIAL
C6-9 oxaspirocycloalkenyl	FAMILY
ginkgoic acid	TRIVIAL
alendronate	TRIVIAL
(R)-(+)-4- (Ethylamino)-3,4-dihydro-2-(3-methoxypropyl)-2H-thieno[3,2-e]-1,2-thiazine-6- sulfonamide- 1,1 -dioxide	SYSTEMATIC
cisplatin	TRIVIAL
1-(3,4,5-trimethoxycinnamoyl)-4-alkylamide	FAMILY
bilastine	TRIVIAL
polyamide-amine	FAMILY
1,2,3-triazole	SYSTEMATIC
amidates	FAMILY
2-cyano-5-fluoro-benzyl	SYSTEMATIC
5 to 8 membered lactone	FAMILY
L-ornithine	SYSTEMATIC
3,3'-diindolylmethane	SYSTEMATIC
cyclopentaquinazoline	FAMILY
tocopherols	FAMILY
teraconazole	TRIVIAL
3-acetylenyl phenyl	SYSTEMATIC
glimepinride	TRIVIAL
homoserine lactones	FAMILY
maleic acid salt	TRIVIAL
epristeride	TRIVIAL
Pyrazolo[1,5-a]pyrimidine-3-carboxylic acid	FAMILY
indoleacetic acid	SYSTEMATIC
maleimide	FAMILY/TRIVIAL
N-methyl) tetrazolyl methyl	SYSTEMATIC
tolterodine tartrate	TRIVIAL
nitroxide radical	SYSTEMATIC
pyrimidinyl-pyrroles	FAMILY
2- benzothiazolyl	SYSTEMATIC
Meclofenoxate hydrochloride	SYSTEMATIC
genistin	FAMILY/TRIVIAL
2- (trifluoromethyl)pyrimidin-4-yl	SYSTEMATIC
Ar2	FAMILY
Ar1	FAMILY
acetophenones	FAMILY
oxysterol	FAMILY
furyl	SYSTEMATIC
ethy 2- cyanogens-3	FAMILY
beta-sitosteryl ferulate	SYSTEMATIC
methylaminoethyl	SYSTEMATIC
festinavir	TRIVIAL
aliphatic hydrocarbon	FAMILY
Alicyclic[c] benzopyrone	FAMILY
Cu(IT)	FORMULA
poly-amino acids	FAMILY
tetracyclic pyrazole	FAMILY
S(−)rabeprazole	SYSTEMATIC
morpholinyl	SYSTEMATIC
aldehyde ester	FAMILY
8-aza-inosnin-9-yl	SYSTEMATIC
(-)-epigallocatechin-3-gallate	SYSTEMATIC
Glycine Chroman-6-Sulfonamides	FAMILY
vitamin E acetate	TRIVIAL
C20H24O10	FORMULA
(1, 2, 4-0xadiaz0l-3-yl) indolin-1-yl carboxylic acid	FAMILY
(1R)-1-[({(2R)-2-amino-3-[(8S)-8-(cyclohexylmethyl)-2-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl]-3-oxopropyl}dithio)methyl]-2-[(8S)-8-(cyclohexylmethyl)-2-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl]-2-oxoethylamine	SYSTEMATIC
dimethylaminoethyl	SYSTEMATIC
C20H24O11	FORMULA
-C1-C10 alkyl	FAMILY
25-hydroxyvitamin D	SYSTEMATIC
thiopental	TRIVIAL
ArX	FAMILY
—CH2-cycloalkyl	FAMILY
dithiocarbamate	FAMILY
cyclic or bicyclic	MULTIPLE
sodium galactosyl	SYSTEMATIC
5 - hydroxy - tryptophan	SYSTEMATIC
O(CH2)nO	FAMILY
isopropyl lanolate	SYSTEMATIC
1-8C alkoxy	FAMILY
anthracene	FAMILY
alendronate salt	FAMILY
dexlansoprazole	TRIVIAL
dihydromyricetin	TRIVIAL
N-(2'-Hydroxyl-3'-methoxy-5'-chlorin-phenylmethylene) huperzine-A	SYSTEMATIC
creatine	TRIVIAL/FAMILY
Arg	FORMULA
N-(4-{ [6,7-bis(methyloxy)quinolin-4-yl]oxy}phenyl)-N'-(4- ffuorophenyl)cyclopropane- 1, 1 -dicarboxamide	SYSTEMATIC
vanadium	SYSTEMATIC
fenofibrate	FAMILY/TRIVIAL
decitabine	TRIVIAL
lactam ring	FAMILY
α-Santalol	TRIVIAL
Esomeprazole magnesium trihydrate	SYSTEMATIC
diaryl ether	FAMILY
nitroso	SYSTEMATIC
C1-C6 alkylcarbonyl	FAMILY
3β-tropanyl methobromide	SYSTEMATIC
fexofenadine	TRIVIAL
ISOTHIAZOLE	FAMILY
azaheterocycles	FAMILY
-(CH2)n-heteroaryl	FAMILY
poly lysine	FAMILY
ß-L-2'-deoxynucleosides	FAMILY
triheptanoin	TRIVIAL
Furan-flavone	FAMILY
(furan-2-yl)methyl	SYSTEMATIC
n-[1-cyano-2-(phenyl)ethyl]piperidin-2-ylcarboxmide	FAMILY
tuwen-80	FAMILY
hydrates of clarithromycin salts	FAMILY
ethylene oxide	SYSTEMATIC
Sarcaboside A	TRIVIAL
hexacosanol	SYSTEMATIC
L-oxiracetam	SYSTEMATIC
salidroside	TRIVIAL
Sarcaboside B	TRIVIAL
amoxicillin trihydrate	SYSTEMATIC
pyrroloquinolinequinone disodium salt	SYSTEMATIC
Asp	FORMULA
RE(Sal-Gly)(Bipy)L.H2O	FORMULA
prazole	FAMILY
deprenyl	TRIVIAL
L-glutamic acid	SYSTEMATIC
zidovudine	TRIVIAL
(S)-N-{4-[2-(2,4-diamino-7H-pyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl}-4-methylene-L-glutamic acid disodium salt	SYSTEMATIC
nictonamide	FAMILY
BN-50730	IDENTIFIER
benzyloxyl	SYSTEMATIC
hyrtiosal	TRIVIAL
fatty-acid primary amides	FAMILY
alpha 7 Nicotinic Acetylcholine	SYSTEMATIC
phenylalkynes	FAMILY
solasonine	TRIVIAL
Deuterium enriched rasagiline	SYSTEMATIC
lignans	FAMILY
C3-C7-cycloalkyl	FAMILY
5-heteroaryl substituted benzimidazole thiophene	FAMILY
2-Methyl-3-{4-[3-(1-pyrrolidinyl)propoxy]phenyl}-5-trifluoromethyl-4(3H)-quinazolinone	SYSTEMATIC
spans-80	TRIVIAL
-CH(CH3)-	FORMULA
(4-benzylaminoquinazolin-2-yl)methyl	SYSTEMATIC
OCH2OPO3H2	FORMULA
benzyl-methyl-amide	SYSTEMATIC
N,N-dimethyldodecylamine-N-oxide	SYSTEMATIC
vanilloid	FAMILY
norbornane	TRIVIAL
buprenorphine hydrochloride	SYSTEMATIC
n-(5-tert-butyl-isoxazol-3-yl)-n'-urea	SYSTEMATIC
triacylglycerols	FAMILY
Atp	ABBREVIATION
dopamine	TRIVIAL/FAMILY
pyrrolocarbazoles-5,7-diones	FAMILY
Sitafloxacin	FAMILY
sodium dodecylsulphate	SYSTEMATIC
lactic acid	TRIVIAL
7-amino alkylidenyl-heterocyclic quinolones and naphthyridones	MULTIPLE
1, 1-dioxo-benzo[1,2,4]thiadiazin-3ones	FAMILY
-NW3W4	FAMILY
aminobenzoyl	SYSTEMATIC
phenazopyridine hydrochloride	SYSTEMATIC
furan-flavone	FAMILY
Minoxidil	TRIVIAL
Polifeprosan	FAMILY
Aminopurine	FAMILY
Hexahydropyrazino[1'2';1,6]pyrido[3,4-b]indole-1,4-diones	FAMILY
n-arylpyrrolidines	FAMILY
4-[3,5-bis-(2-hydroxy-phenyl)-[1,2,4]triazol-1-yl]-benzoic acid	SYSTEMATIC
—(CH2)n—COOR3	FAMILY
4-CPP	SYSTEMATIC
Indolinones substituted by heterocycles	FAMILY
dexamethasone acetate	SYSTEMATIC
C6-30 aryl	FAMILY
ricinoleic acid	TRIVIAL
Laurocapram	TRIVIAL
imidazopyrimidinyl	SYSTEMATIC
cholate	FAMILY
-(CH2)m-NR4R5	FAMILY
pyrrolotriazine	FAMILY
1- or 2-naphthyl	MULTIPLE
4-trifluoromethoxy-benzyl	SYSTEMATIC
beta-elemene chlorine	SYSTEMATIC
azaheterocyclic	FAMILY
COOEt	FORMULA
salvianolic acid A	TRIVIAL
salvianolic acid C	TRIVIAL
salvianolic acid B	TRIVIAL
Indolinone	FAMILY
thienopyridine	FAMILY
Cephalosporin	FAMILY
1,3,5,7 nonatetraenedioic acid	SYSTEMATIC
4-chlorobenzyl	SYSTEMATIC
indole acid	FAMILY
2-6C alkenyl or phenyl	MULTIPLE
sulphonamide	FAMILY
heterocyclic hydrocarboned radical	FAMILY
pseudomonas acid A	TRIVIAL
cycloalkylamino	FAMILY
GABA	ABBREVIATION
carbazoles	FAMILY
oestrogen	FAMILY
R31COO-	FORMULA
divalent metal gluconate	FAMILY
alkyl-S(O)2-	FAMILY
crotonic acid	TRIVIAL
5-methoxyflavone	SYSTEMATIC
LDL-C	ABBREVIATION
cinnamyl aldehyde	SYSTEMATIC
polyunsaturated fatty acids	FAMILY
N-[(1,5-diphenyl-1H-pyrazol-3-yl)methyl]sulfamide	FAMILY
Alkylamine	FAMILY
Pyrimidone	FAMILY
isoxazolidinone	SYSTEMATIC
gamma linolenic acid	SYSTEMATIC
Folate	TRIVIAL
5'-nucleotides	FAMILY
benzimidazole heterocyclic	FAMILY
substituted or unsubstituted cycloaliphatic group	FAMILY
Imidazolidinedione	FAMILY
alloocimene	TRIVIAL
selenium thioxo cysteine benzamide	SYSTEMATIC
naphthalene sulfonamides	FAMILY
oroxylin A	TRIVIAL
Imidazopyridine	FAMILY
cationic steroid	FAMILY
povidone	TRIVIAL/FAMILY
polyethoxylated castor oil	FAMILY
moxifloxacin	TRIVIAL
glycols	FAMILY
flavonolignans	FAMILY
menaquinone 7	TRIVIAL
dihydroartemesinin	TRIVIAL
pyrryl of C1 to C4	FAMILY
phenylphthalimide	FAMILY
alpha-pinene	TRIVIAL
C1-C4 alkyl ester	FAMILY
(R)-2-(2-(lH-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-4-ylamino)-2-methyl-N-(2,2,2-trifluoroethyl)butanamide	SYSTEMATIC
Indoleamine	SYSTEMATIC
aryl benzene propanoic acid	FAMILY
fasudil hydrochloride	SYSTEMATIC
heteroaryl derivatives of heterocycle-fused benzodioxans	FAMILY
chlorine	SYSTEMATIC
3-triazolylthioalkyl-3-azabicyclo (3 - 1 - o) hexanes	FAMILY
7-deaza-8-aza-guanin-9-yl	SYSTEMATIC
5- (2-{ [6- (2, 2-difluoro-2-phenylethoxy) hexyl] amino} -1-hydroxyethyl) -8-hydroxyquinolin-2 (ih)-one	SYSTEMATIC
Imidazobenzazepine	SYSTEMATIC
rivastigmine tartrate	TRIVIAL
fluoromethoxy	SYSTEMATIC
R6CH2NH	FAMILY
—CH═CH—N═CH—	FORMULA
adriamycin	TRIVIAL
Doxycycline	TRIVIAL
2’-O-alkynylated	FAMILY
piroctone	TRIVIAL
1-azabicyclo[3.2.2]nonyl	SYSTEMATIC
imide	FAMILY
Mitissimol D	TRIVIAL
—(CH2)x 2—O—(CH2)x 3—	FAMILY
fulvestrant	TRIVIAL/FAMILY
(R)-alpha-cyclopentylmandelic acid	SYSTEMATIC
—NR5SO2R6	FAMILY
trans- or cis-diammoniumdichlorodihydroxoplatinum (IV)	MULTIPLE
polymethoxyl flavone	FAMILY
Pteridine	FAMILY
biphenyl thio-urea	FAMILY
levalbuterol	TRIVIAL
Alkanoic acids	FAMILY
strigolactone	FAMILY
(N,N-Diethylcarbamoyl)methyl methyl (2E)but-2-ene-1,4-dioate	SYSTEMATIC
di(C1-C6-alkyl)aminomethyl	FAMILY
esterified dibasic amino acid	FAMILY
(2-methyl-6,7,8,9-tetrahydro-4 H-pyrido-[1,2-a]pyrimidin-3-yl)-acetaldehyd	SYSTEMATIC
(5-cyano-6-methoxypyridin-2-yl)methyl	SYSTEMATIC
steroid	FAMILY
Clarinex	TRIVIAL
-COOR2a	FAMILY
glycofurol	TRIVIAL
amptothecin	FAMILY
piperidyl	SYSTEMATIC
streptomycin sulfate	SYSTEMATIC
